GEOID,White,Black,AIAN,Asian,NHPI,Hispanic
06037408800,437,485,0,459,0,3189
06037214000,3243,57,12,98,15,255
06037433602,92,0,6,1857,0,757
06037650604,1343,189,50,1919,59,1391
06037232500,108,1218,0,37,0,3558
06037237710,55,1171,10,73,0,3063
06037461000,793,1346,14,263,0,2865
06037550501,272,492,0,143,0,2872
06037577700,75,537,0,1010,42,2454
06037800206,3048,149,0,61,0,202
06037901215,1686,206,0,108,0,1481
06037206051,836,37,0,240,0,328
06037237500,55,406,0,19,0,2195
06037430101,1316,426,0,721,0,2445
06037481606,127,137,0,2967,123,1553
06037503103,478,36,0,410,0,4619
06037573403,942,319,10,1013,0,678
06037920030,1757,472,0,842,0,2270
06037134304,1030,158,0,426,0,1097
06037400205,1115,294,0,408,0,394
06037301100,5471,42,0,532,0,597
06037406801,485,271,0,1032,30,3118
06037481800,251,2,0,1615,0,395
06037553202,366,280,0,215,0,2534
06037211701,794,96,0,1246,0,362
06037920111,2076,44,0,162,0,697
06037106646,1241,168,10,630,0,799
06037481300,98,2,0,2157,0,761
06037533701,27,11,6,29,9,2796
06037621326,2047,61,0,256,33,386
06037226001,47,322,0,54,0,1604
06037199202,580,13,0,296,0,1495
06037212410,311,55,0,1453,0,2128
06037460001,1287,9,0,334,0,150
06037550700,926,39,0,999,0,4704
06037194200,2746,0,0,288,0,179
06037405001,136,44,0,898,0,4189
06037408005,667,220,0,1962,10,2435
06037480704,1086,326,0,1678,0,774
06037534406,0,0,0,0,0,4108
06037603802,422,565,0,557,0,2286
06037403901,1173,109,18,237,0,1285
06037501501,618,36,0,183,0,1023
06037553100,970,942,0,684,0,3334
06037189904,1374,202,0,160,0,558
06037543400,154,906,0,421,0,2067
06037578100,1175,148,0,322,0,504
06037208902,27,98,0,88,0,2186
06037229300,253,450,0,31,16,4968
06037980017,699,252,0,50,12,338
06037217101,408,523,0,42,0,1662
06037311700,3300,144,0,596,10,1466
06037403401,388,290,0,2860,0,1131
06037500404,193,17,0,334,0,3832
06037543801,388,324,0,1810,64,1649
06037554403,530,899,0,900,0,3220
06037195902,1135,9,0,193,0,193
06037535901,130,0,0,0,0,5852
06037113428,2024,56,0,628,0,1303
06037320101,236,65,0,123,0,2978
06037219500,228,808,0,322,0,417
06037571502,1028,780,0,1130,0,1861
06037432802,96,24,196,835,25,4213
06037554405,936,470,0,527,0,1555
06037143801,1826,226,0,224,0,413
06037403000,464,118,279,679,0,5328
06037211910,298,346,0,1084,0,2204
06037181400,1314,68,12,1366,0,1611
06037211201,258,131,23,577,0,1587
06037108202,3163,1599,0,3624,144,1061
06037265307,906,328,0,800,9,249
06037123304,2052,107,0,219,0,1905
06037127803,1077,238,0,767,0,2822
06037191410,543,92,22,530,0,2149
06037482401,27,15,0,2135,0,1470
06037540101,191,496,0,0,0,5627
06037910716,639,898,93,43,0,4453
06037234302,11,2189,0,9,0,185
06037296300,1635,136,0,971,0,2071
06037300100,3578,0,0,1711,0,788
06037482201,135,155,5,2668,0,826
06037402703,399,169,0,571,28,4165
06037701402,4284,46,0,762,43,1812
06037403802,1599,163,9,602,109,3618
06037670102,856,300,0,875,0,1720
06037211310,448,262,0,943,0,1795
06037232702,174,275,0,3,0,3862
06037240700,24,946,0,37,0,5422
06037577000,2565,898,0,520,148,2542
06037109601,1168,211,0,452,0,3025
06037137502,2808,44,0,295,0,710
06037206302,379,740,0,44,0,574
06037430004,981,170,0,486,0,1556
06037430802,538,0,0,3101,7,302
06037482304,147,36,0,1168,0,1502
06037703002,1040,4376,50,301,0,993
06037920334,3780,140,0,530,0,1108
06037269909,809,276,0,119,0,678
06037577200,3500,233,37,563,0,1281
06037603500,176,515,0,602,30,1493
06037543601,273,218,0,1594,131,2279
06037800504,1568,25,0,75,0,161
06037103202,1030,19,0,45,0,401
06037408303,284,0,0,628,0,3224
06037555106,207,476,132,616,0,1253
06037239601,24,670,0,2,0,2969
06037403320,682,157,0,3843,0,642
06037540102,36,551,0,35,0,5002
06037576501,690,575,0,140,0,1066
06037901013,1218,431,0,333,0,1348
06037302301,1804,203,5,639,0,932
06037555212,662,101,0,443,0,4380
06037463300,853,47,0,615,0,363
06037407002,96,18,0,419,7,2832
06037482102,289,27,0,1928,17,942
06037135201,1936,68,0,302,0,476
06037185203,346,0,0,256,0,1721
06037402702,191,309,0,110,0,4308
06037191201,2906,217,24,486,0,1759
06037577300,3481,272,126,322,310,1004
06037189906,1367,277,0,313,0,324
06037401102,1697,84,0,402,0,1655
06037541100,38,1284,0,43,0,1532
06037207304,236,595,0,86,0,1194
06037211804,487,174,0,1749,0,718
06037573402,1582,422,0,1555,77,3074
06037570203,161,593,0,295,90,2681
06037920326,3199,400,15,1548,0,1690
06037132502,1593,43,0,226,0,1413
06037600702,102,3306,0,0,0,1110
06037141305,1642,147,4,221,0,717
06037237401,59,838,0,0,0,2987
06037214400,1930,151,0,247,0,380
06037310100,3749,99,42,613,0,952
06037702300,4371,46,0,544,0,1362
06037103101,1755,10,0,207,0,586
06037408301,142,62,0,531,0,5151
06037430724,900,28,11,2803,183,930
06037119202,118,4,0,322,0,4215
06037406000,816,188,7,611,37,3318
06037572500,603,508,0,940,0,1520
06037601002,165,2489,0,26,0,2000
06037576200,1465,794,66,230,0,2272
06037481203,560,0,0,3475,0,2608
06037113231,1381,91,0,164,0,311
06037265601,2248,49,0,465,0,134
06037432401,124,12,0,1413,4,2586
06037106405,457,289,0,305,0,3016
06037542601,36,347,0,5,0,2918
06037571505,520,276,0,508,0,1480
06037920043,3486,514,0,1719,0,2563
06037135202,2861,435,52,656,27,486
06037212202,37,194,0,743,0,2531
06037670418,2144,70,0,1111,0,642
06037212102,189,431,5,1141,10,939
06037433901,220,8,0,1495,0,3628
06037503902,1510,94,0,728,0,2540
06037554517,214,252,24,3391,0,766
06037135113,1520,318,0,645,16,343
06037191820,1964,179,7,520,0,888
06037212203,239,221,0,893,0,1566
06037273502,1957,103,40,57,0,174
06037481102,471,147,5,1353,0,1512
06037703100,563,4274,0,184,18,617
06037910718,186,252,36,43,0,4657
06037128400,2131,352,0,326,0,1105
06037234800,160,1320,0,89,13,1694
06037406201,179,117,23,781,0,2380
06037601502,103,76,0,50,0,3168
06037212420,240,168,0,573,0,1611
06037406413,917,164,0,1768,0,3315
06037544002,137,195,0,547,76,2775
06037404401,604,5,0,84,0,3135
06037101220,1517,10,48,490,0,1312
06037143700,2566,78,0,135,0,442
06037553701,44,154,0,118,0,3603
06037600912,402,752,0,0,0,3560
06037701304,3980,92,14,539,0,1032
06037221900,1269,490,0,1607,0,968
06037480902,146,13,0,2159,13,1560
06037302503,2334,11,0,623,0,839
06037920200,484,917,0,64,10,2609
06037408628,299,29,0,3506,0,1536
06037544001,370,106,0,791,90,2515
06037574500,4028,295,173,717,0,1362
06037702802,930,241,0,302,0,673
06037800336,2697,0,0,130,0,809
06037901009,2307,645,0,49,0,2390
06037134906,583,13,0,299,0,1926
06037403316,1263,596,0,3341,0,1308
06037800204,3159,14,0,552,0,216
06037183222,1411,67,0,340,0,1500
06037900804,440,713,7,89,0,2244
06037197500,1390,58,0,387,0,1907
06037482403,5,0,15,2027,0,1200
06037207307,372,546,0,115,73,236
06037480400,950,190,0,2312,0,1855
06037620802,2479,78,36,370,23,317
06037211000,2583,449,0,1560,0,575
06037214100,3016,97,0,299,0,271
06037402801,136,0,39,198,0,3915
06037900505,500,1194,0,27,0,2634
06037980038,0,0,0,0,0,0
06037117102,574,69,0,296,0,1427
06037195201,1897,36,0,252,0,493
06037218701,136,568,16,87,0,1005
06037267102,1778,60,0,655,0,171
06037276608,1041,79,0,362,0,339
06037117404,1506,312,8,756,0,2519
06037121221,278,41,0,113,0,1615
06037183610,609,18,8,304,0,1726
06037577900,1912,776,10,938,0,1640
06037208720,297,119,0,273,0,2685
